MEJOR PILOTO : 0 
VELOCIDAD POR SECTOR: ;172.88;17.44;121.21;157.85;119.87;105.07;155.82;54.58;56.33;110.78;112.05;35.97;77.07;66.67;154.92;158.64;71.24;98.41;118.93;31.41;89.73;169.85;163.03;68.39;170.92;136.72;157.27;161.99;117.59;107.52;138.13;116.47;135.21;168.98;108.69;86.9;99.84;65.77;80.46;101.53;103.2;106.92;118.21;105.82;158.64;172.46;118.97;18.33;153.17;24.43;170.4;171.5;140.13;28.73;153.93;103.9;169.16;172.48;63.36;76.03;134.22;48.02;55.18;84.79;99.83;106.96;174.9;150.58;155.91;171.65;79.98;85.98;97.53;70.95;90.72;154.81;39.07;79.31;159.29;141.99;172.95;175.33;130.06;30.02;141.18;49.84;64.05;127.11;59.08;74.94;113.45;1.37;52.48;89.85;108.52;19.82;152.98;127.92;146.14;174.85;45.07;61.53;163.51;133.1;163.33;176.93;139.58;34.04;98.26;41.92;73.52;141.27;130.87;116.98;146.73;100.48;133.35;170.14;39.19;65.83;96.74;50.16;104.22;121.03;117.72;50.02;65.33;30.15;36.59;99.43;103.63;103.94;116.07;0.31;178.33;10.65;82.62;107.43;139.27;91.38;157.35;178.15;19.67;33.11;139.71;4.23;127.46;166.49;39.7;48.47;51.59;47.85;150.01;166.5;0.16;79.06;156.36;83.42;96.91;123.14;20.34;24.56;27.67;49.88;99.67;145.76;95.25;102.49;161.85;56.48;62.55;139.6;93.59;104.35;177.15;159.47;175.78;177.47;105.62;107.67;157.45;2.75;174.39;178.06;45.31;61.95;155.26;91.72;146.03;178.12;162.45;64.97;172.54;47.03;163.26;167.66;111.52;49.46;131.88;99.41;115.29;129.44;34.39;59.77;72.47;64.87;109.94;158.45;157.69;44.1;179.82;90.06;131.71;172.01;116.72;21.7;156.15;154.04;167.96;174.79;43.14;75.95;138.67;124.71;164.34;176.67;41.51;73.92;155.89;127.5;169.8;172.94;168.75;122.88;178.97;51.34;169.73;176.87;2.67;59.12;177.06;39.31;147.2;152.93;138.1;50.08;133.66;43.66;161.13;172.85;37.35;65.23;109.6;4.27;16.96;22.45;79.32;106.91;132.75;5.0;98.55;103.86;108.43;24.94;121.89;45.81;60.52;62.88;103.42;106.8;153.43;79.74;172.38;177.0;61.7;96.73;150.72;62.88;88.14;134.49;44.65;101.0;
MEJOR PILOTO : 3 
DISTANCIA ACELERADA SECTOR: ;311.7;0.0;7.3;96.82;0.0;0.0;387.84;0.0;7.89;73.72;0.0;10.74;362.68;0.0;8.04;75.08;0.0;10.94;311.07;0.0;7.92;80.63;0.0;12.13;347.18;0.0;7.92;73.88;0.0;11.57;338.4;0.0;8.86;90.69;0.0;10.93;300.04;0.0;7.07;81.58;0.0;0.0;328.87;0.0;8.56;78.3;0.0;10.16;364.56;0.0;7.43;76.74;0.0;11.55;302.44;0.0;7.71;81.58;0.0;9.79;363.5;0.0;7.28;82.0;0.0;11.35;348.27;0.0;8.19;94.58;0.0;0.0;319.95;0.0;6.83;91.98;0.0;11.13;371.17;0.0;8.57;72.97;0.0;0.0;308.66;0.0;6.82;74.88;0.0;10.24;341.35;0.0;7.8;91.18;0.0;0.0;371.83;30.66;8.51;88.43;0.0;10.51;335.1;0.0;8.78;85.33;0.0;12.03;376.49;0.0;8.57;90.32;0.0;12.69;325.12;0.0;7.04;75.85;0.0;10.73;341.95;0.0;8.43;81.34;0.0;12.52;335.53;0.0;7.57;73.38;0.0;12.95;386.22;0.0;8.28;84.61;0.0;12.93;349.05;0.0;7.55;93.26;0.0;10.31;356.32;0.0;8.27;90.08;0.0;11.68;372.7;0.0;6.75;85.11;0.0;12.83;353.1;0.0;7.32;79.09;104.29;10.36;301.56;0.0;8.13;82.63;0.0;12.75;313.86;0.0;7.78;73.68;104.5;0.0;306.61;0.0;7.53;94.91;0.0;11.86;389.05;0.0;8.44;96.88;0.0;10.82;298.88;0.0;7.2;79.03;0.0;12.01;377.69;0.0;7.62;80.21;0.0;11.52;339.07;0.0;8.13;87.63;0.0;0.0;323.89;0.0;7.13;88.3;0.0;12.9;378.94;0.0;8.55;77.6;0.0;0.0;382.45;27.82;8.69;76.08;0.0;12.34;319.24;0.0;7.35;79.66;93.46;10.02;295.55;0.0;7.26;89.79;0.0;11.45;312.84;0.0;6.83;73.63;0.0;0.0;303.44;0.0;8.0;91.27;0.0;0.0;368.55;0.0;8.64;83.78;0.0;12.82;337.9;0.0;7.94;91.61;0.0;11.73;370.61;0.0;7.9;95.05;0.0;9.87;320.01;0.0;7.29;85.94;110.92;0.0;331.26;0.0;8.71;79.78;0.0;12.5;362.38;0.0;6.86;89.67;0.0;12.85;
DISTANCIA FRENADA SECTOR: ;0.0;14.05;0.0;0.0;41.95;11.42;0.0;23.87;0.0;0.0;88.09;0.0;0.0;29.57;0.0;0.0;55.05;0.0;0.0;31.37;0.0;0.0;94.34;0.0;0.0;14.15;0.0;0.0;52.58;0.0;0.0;20.88;0.0;0.0;49.95;0.0;0.0;11.87;0.0;0.0;38.32;10.74;0.0;15.39;0.0;0.0;36.51;0.0;0.0;13.83;0.0;0.0;45.19;0.0;0.0;2.53;0.0;0.0;34.39;0.0;0.0;24.66;0.0;0.0;12.13;0.0;0.0;7.41;0.0;0.0;15.55;0.76;0.0;26.74;0.0;0.0;111.97;0.0;0.0;19.52;0.0;0.0;76.18;4.03;0.0;16.68;0.0;0.0;69.01;0.0;0.0;25.87;0.0;0.0;85.5;4.47;0.0;0.0;0.0;0.0;81.78;0.0;0.0;33.26;0.0;0.0;51.72;0.0;0.0;12.71;0.0;0.0;50.28;0.0;0.0;14.79;0.0;0.0;1.91;0.0;0.0;23.78;0.0;0.0;21.74;0.0;0.0;21.41;0.0;0.0;100.85;0.0;0.0;27.77;0.0;0.0;24.09;0.0;0.0;22.15;0.0;0.0;17.48;0.0;0.0;28.31;0.0;0.0;6.43;0.0;0.0;17.66;0.0;0.0;9.67;0.0;0.0;7.52;0.0;0.0;0.0;0.0;0.0;32.95;0.0;0.0;91.55;0.0;0.0;8.84;0.0;0.0;0.0;4.35;0.0;13.98;0.0;0.0;94.51;0.0;0.0;26.35;0.0;0.0;56.32;0.0;0.0;25.02;0.0;0.0;68.9;0.0;0.0;0.18;0.0;0.0;81.11;0.0;0.0;29.68;0.0;0.0;112.95;12.49;0.0;12.78;0.0;0.0;77.25;0.0;0.0;21.07;0.0;0.0;28.19;7.59;0.0;0.0;0.0;0.0;84.6;0.0;0.0;25.07;0.0;0.0;0.0;0.0;0.0;19.75;0.0;0.0;48.89;0.0;0.0;19.34;0.0;0.0;30.85;8.29;0.0;13.83;0.0;0.0;15.83;11.72;0.0;14.05;0.0;0.0;61.21;0.0;0.0;25.09;0.0;0.0;13.22;0.0;0.0;27.87;0.0;0.0;103.07;0.0;0.0;7.16;0.0;0.0;0.0;7.63;0.0;3.22;0.0;0.0;26.83;0.0;0.0;28.86;0.0;0.0;47.64;0.0;
VELOCIDAD POR SECTOR: ;134.45;52.58;85.33;128.2;123.6;78.01;167.68;86.96;92.19;122.54;35.5;51.4;129.72;56.04;86.98;154.39;84.17;96.22;143.1;87.16;164.49;166.62;54.71;71.3;98.51;89.95;135.55;167.12;10.18;24.93;116.67;11.62;133.27;139.91;87.91;106.96;119.04;118.47;148.92;153.91;116.39;111.34;111.47;80.3;159.15;162.69;82.68;98.74;119.14;49.55;128.28;172.3;103.53;105.1;172.59;23.48;117.44;175.42;24.61;35.41;103.34;100.84;148.9;175.45;44.18;104.2;130.35;72.27;167.68;168.96;127.22;50.3;93.64;69.88;173.98;177.36;15.35;51.5;139.0;131.85;155.66;166.73;127.04;110.96;159.14;37.43;115.74;120.4;41.06;97.68;150.64;127.37;174.3;176.21;148.23;28.99;49.44;49.83;75.15;170.72;57.36;80.97;117.15;115.28;156.07;156.19;79.16;98.28;135.47;24.77;114.53;156.22;30.26;89.51;120.73;25.54;144.4;161.62;50.65;97.74;148.74;85.03;132.48;132.68;44.56;62.12;91.15;70.56;99.63;136.16;35.54;49.14;121.69;80.97;148.18;157.9;64.6;68.14;93.0;61.69;164.25;170.06;80.79;94.92;178.12;2.78;156.65;171.25;18.95;77.96;101.51;91.41;94.58;149.09;98.06;100.06;144.16;62.06;62.88;79.83;102.08;103.09;145.78;85.68;167.14;168.59;35.63;49.45;78.89;49.55;78.16;105.83;109.75;61.24;115.81;24.64;158.96;165.86;50.97;77.69;154.29;34.88;107.0;114.25;14.52;14.81;113.56;8.44;167.09;167.98;86.41;91.83;167.1;160.16;177.89;178.01;103.07;107.52;139.32;110.85;147.98;151.22;137.63;38.21;127.98;107.77;110.05;156.49;29.13;30.87;120.79;85.62;158.91;163.49;143.3;19.1;37.08;37.95;130.14;137.46;85.56;89.35;142.77;61.45;93.53;100.02;100.41;100.71;177.36;116.13;169.13;169.83;11.72;63.12;172.16;34.84;132.21;163.32;155.31;114.32;164.67;69.27;115.33;129.03;120.72;114.58;138.41;75.78;167.13;169.12;94.24;106.82;179.18;86.08;175.86;177.45;36.44;68.22;72.03;34.5;100.21;116.71;15.57;38.08;99.01;46.62;92.69;96.57;111.19;32.63;82.33;75.49;111.91;142.78;18.83;64.89;116.56;93.13;101.54;171.28;36.97;50.95;
MEJOR PILOTO : 4 
DISTANCIA ACELERADA SECTOR: ;351.31;0.0;6.85;96.26;0.0;0.0;348.99;0.0;7.6;93.38;0.0;0.0;343.43;0.0;6.84;96.39;0.0;10.64;373.94;0.0;7.81;94.03;0.0;10.25;357.59;0.0;8.42;80.12;0.0;0.0;362.11;0.0;6.88;74.99;0.0;10.65;331.38;0.0;7.49;87.65;0.0;9.78;314.2;29.12;6.88;75.16;0.0;0.0;383.61;0.0;7.15;96.71;0.0;12.22;344.7;0.0;8.84;89.44;0.0;10.98;318.11;0.0;6.99;86.3;0.0;10.32;376.1;0.0;8.14;96.23;0.0;12.71;301.09;0.0;8.81;95.8;102.54;9.9;297.96;0.0;7.02;84.88;0.0;11.13;296.98;0.0;7.72;83.02;0.0;12.93;317.33;0.0;7.12;92.67;0.0;11.26;299.63;0.0;8.3;87.93;0.0;0.0;325.94;0.0;7.1;95.7;0.0;11.05;311.29;0.0;7.76;84.7;120.04;11.34;321.47;0.0;8.28;90.06;0.0;10.42;296.74;0.0;7.05;73.56;0.0;10.7;333.37;0.0;8.34;78.75;99.55;12.81;370.83;0.0;8.58;86.05;0.0;0.0;305.69;0.0;6.89;78.97;0.0;10.36;362.68;0.0;7.64;78.42;0.0;11.68;310.69;0.0;7.6;84.7;0.0;10.72;357.47;0.0;6.95;75.27;0.0;10.57;390.7;0.0;6.84;80.71;0.0;0.0;311.53;0.0;8.91;91.37;0.0;10.52;297.9;0.0;8.03;77.42;0.0;10.62;345.1;0.0;8.08;91.3;0.0;11.78;358.85;0.0;7.47;0.0;120.82;12.9;370.73;0.0;7.43;95.52;0.0;0.0;323.51;0.0;8.27;78.47;118.52;12.36;308.7;0.0;8.04;89.92;0.0;10.45;375.2;0.0;7.16;93.63;91.48;0.0;343.27;0.0;7.22;73.68;0.0;0.0;344.13;0.0;6.78;83.01;0.0;0.0;385.23;0.0;8.03;84.69;0.0;0.0;354.92;0.0;7.03;87.81;112.66;10.64;305.43;0.0;6.88;93.84;0.0;12.99;333.44;0.0;7.03;96.68;0.0;9.85;317.07;0.0;7.5;89.72;0.0;0.0;300.96;0.0;7.63;78.03;0.0;0.0;303.27;0.0;7.35;77.26;0.0;10.12;300.47;33.17;8.0;91.56;104.67;10.41;371.27;0.0;8.48;75.86;0.0;11.76;
DISTANCIA FRENADA SECTOR: ;0.0;31.11;0.0;0.0;22.49;6.75;0.0;5.04;0.0;0.0;32.45;6.77;0.0;30.95;0.0;0.0;90.89;0.0;0.0;25.49;0.0;0.0;72.84;0.0;0.0;26.46;0.0;0.0;42.14;7.05;0.0;16.43;0.0;0.0;14.11;0.0;0.0;0.6;0.0;0.0;32.41;0.0;0.0;0.0;0.0;0.0;43.51;7.84;0.0;15.55;0.0;0.0;113.77;0.0;0.0;32.84;0.0;0.0;23.88;0.0;0.0;28.75;0.0;0.0;40.38;0.0;0.0;18.1;0.0;0.0;104.18;0.0;0.0;13.55;0.0;0.0;0.0;0.0;0.0;19.31;0.0;0.0;92.2;0.0;0.0;15.4;0.0;0.0;16.62;0.0;0.0;0.04;0.0;0.0;55.97;0.0;0.0;13.79;0.0;0.0;8.4;2.86;0.0;6.48;0.0;0.0;40.07;0.0;0.0;2.38;0.0;0.0;0.0;0.0;0.0;25.19;0.0;0.0;41.51;0.0;0.0;8.53;0.0;0.0;111.22;0.0;0.0;5.99;0.0;0.0;0.0;0.0;0.0;21.03;0.0;0.0;51.58;4.49;0.0;33.44;0.0;0.0;40.05;0.0;0.0;13.01;0.0;0.0;9.1;0.0;0.0;25.95;0.0;0.0;24.99;0.0;0.0;32.61;0.0;0.0;94.8;0.0;0.0;31.45;0.0;0.0;115.68;2.5;0.0;23.02;0.0;0.0;116.77;0.0;0.0;18.5;0.0;0.0;111.3;0.0;0.0;29.93;0.0;0.0;38.3;0.0;0.0;25.37;0.0;43.49;0.0;0.0;0.0;12.11;0.0;0.0;95.17;3.16;0.0;1.36;0.0;0.0;0.0;0.0;0.0;8.86;0.0;0.0;52.86;0.0;0.0;9.12;0.0;0.0;0.0;7.66;0.0;15.7;0.0;0.0;46.55;3.78;0.0;1.5;0.0;0.0;63.7;0.59;0.0;28.56;0.0;0.0;108.91;6.08;0.0;28.42;0.0;0.0;0.0;0.0;0.0;23.6;0.0;0.0;107.05;0.0;0.0;12.56;0.0;0.0;99.14;0.0;0.0;19.05;0.0;0.0;61.32;11.24;0.0;14.75;0.0;0.0;119.06;5.9;0.0;12.45;0.0;0.0;77.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.6;0.0;0.0;0.28;0.0;
VELOCIDAD POR SECTOR: ;131.76;17.55;46.22;139.45;135.84;7.62;143.36;116.7;139.79;166.28;121.73;45.34;130.11;19.17;34.35;138.75;89.04;99.98;162.41;136.51;165.07;174.3;69.49;87.94;124.72;49.11;177.46;177.71;160.11;127.64;145.23;64.92;146.37;148.44;5.95;10.43;176.96;46.56;163.62;175.18;8.44;32.16;42.23;43.13;62.95;145.59;110.81;89.06;134.37;113.8;118.83;161.59;55.52;92.8;132.5;95.93;111.96;117.82;23.7;51.67;110.24;101.32;168.36;176.33;100.02;103.09;140.75;77.69;156.62;169.04;26.56;75.14;95.84;9.16;63.27;77.76;82.71;96.0;152.84;92.91;108.6;117.97;92.06;107.85;140.5;86.63;129.72;130.81;52.24;86.88;147.16;65.49;99.14;127.67;1.75;107.71;118.71;33.1;133.81;174.72;172.51;169.39;174.85;116.47;174.91;175.92;81.45;101.99;129.76;44.99;82.57;87.14;94.8;104.88;176.07;21.36;161.94;168.63;66.29;80.13;117.23;92.82;135.34;170.22;29.69;39.32;144.75;43.73;44.77;81.06;81.28;102.89;164.8;156.57;178.14;178.19;162.9;94.23;136.52;90.14;93.69;133.38;79.56;80.84;120.81;77.71;89.83;176.03;1.25;74.18;130.38;68.03;88.05;135.54;76.73;104.23;120.46;118.97;131.69;139.48;90.92;92.34;127.32;118.0;154.91;177.89;122.05;102.38;145.26;74.17;132.87;136.13;61.47;87.05;116.98;12.63;156.71;174.96;51.39;78.83;173.87;140.27;153.84;160.37;52.49;91.93;108.43;45.12;179.98;2.92;52.59;73.46;83.8;67.11;177.06;177.55;155.13;69.28;176.18;56.73;83.07;87.56;96.82;103.78;149.27;109.88;118.58;128.0;2.37;39.0;61.23;40.16;57.04;103.34;108.98;19.76;134.34;36.96;58.96;160.66;152.9;45.19;99.13;50.08;130.61;144.19;123.62;61.5;115.38;68.4;125.57;131.31;113.88;22.68;162.93;26.33;59.4;65.67;75.86;95.32;145.24;6.75;102.42;163.32;16.94;100.22;164.17;32.97;156.54;168.5;8.7;87.14;174.3;163.06;163.33;172.64;135.0;110.53;130.52;25.16;162.96;176.76;120.81;116.4;173.95;1.65;41.35;177.23;3.65;4.63;35.85;45.33;85.93;93.16;97.06;97.33;147.6;110.24;161.1;165.03;42.87;98.42;

